iisID,age,education,job,gender,region,ethnicity,tk2017,tk2021
559629,40,VMBO-T,Part-time employed,Male,East  of the country,Dutch origin,PVV,PVV
559630,80,MBO 2-4,Retired,Female,West of the country,Dutch origin,CDA,CDA
559632,53,HAVO/VWO,Unemployed and not searching for a job or incapacitated,Male,West of the country,Dutch origin,VVD,VVD
559634,74,MBO 2-4,Retired,Female,South  of the country,Second generation non-Western immigrant,VVD,D66
559636,63,MBO 2-4,Housewife/Househusband or else,Female,North  of the country,Dutch origin,PVV,PVV
559637,74,VMBO-T,Retired,Female,South  of the country,Dutch origin,CDA,VVD
559643,74,MBO 2-4,Retired,Male,South  of the country,Dutch origin,SP,SP
559651,19,MBO 2-4,Student or full-time education,Female,West of the country,Second generation non-Western immigrant,New,NA
559654,71,MBO 2-4,Retired,Female,East  of the country,Dutch origin,SP,NA
559655,45,MBO 2-4,Full-time employed,Male,North  of the country,Dutch origin,D66,D66
559661,33,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,PvdA,NA
559663,66,MBO 2-4,Retired,Female,South  of the country,Dutch origin,SP,PvdA
559665,22,Bachelor,Student or full-time education,Female,West of the country,Dutch origin,VVD,NA
559666,54,"VMBO, MBO 1",Entrepreneur,Male,South  of the country,Dutch origin,FvD,NA
559672,46,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,PVV,PVV
559673,57,MBO 2-4,Entrepreneur,Female,South  of the country,Dutch origin,SP,PVV
559674,55,MBO 2-4,Housewife/Househusband or else,Male,North  of the country,Second generation Western immigrant,FvD,JA21
559677,52,VMBO-T,Unemployed and not searching for a job or incapacitated,Female,South  of the country,Dutch origin,FvD,NA
559680,56,Bachelor,Part-time employed,Male,West of the country,Second generation Western immigrant,VVD,NA
559684,47,VMBO-T,Part-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdA,NA
559689,61,MBO 2-4,Part-time employed,Male,West of the country,Dutch origin,GL,NA
559691,53,Bachelor,Unemployed and not searching for a job or incapacitated,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,SP,FvD
559692,48,VMBO-T,Housewife/Househusband or else,Female,South  of the country,First generation Western immigrant,50+,NA
559695,46,MBO 2-4,Part-time employed,Male,South  of the country,Dutch origin,VVD,NA
559700,27,VMBO-T,Unemployed and not searching for a job or incapacitated,Male,West of the country,Dutch origin,D66,NA
559701,54,MBO 2-4,Full-time employed,Female,South  of the country,Dutch origin,NA,NA
559702,22,Bachelor,Student or full-time education,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,CDA,NA
559703,22,Bachelor,Full-time employed,Male,South  of the country,Dutch origin,VVD,NA
559704,20,Master,Unemployed and searching for a job,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdA,NA
559710,21,Bachelor,Student or full-time education,Male,South  of the country,Dutch origin,D66,NA
559715,24,Bachelor,Student or full-time education,Female,West of the country,Dutch origin,GL,NA
559716,80,"VMBO, MBO 1",Retired,Female,South  of the country,Dutch origin,CDA,CDA
559720,77,VMBO-T,Retired,Female,South  of the country,Dutch origin,CDA,CDA
559723,64,"VMBO, MBO 1",Unemployed and not searching for a job or incapacitated,Female,East  of the country,Dutch origin,SP,SP
559724,75,VMBO-T,Retired,Female,South  of the country,Dutch origin,D66,VVD
559726,72,Bachelor,Retired,Male,West of the country,Dutch origin,VVD,VVD
559727,62,Bachelor,Part-time employed,Female,South  of the country,Dutch origin,CDA,NA
559728,71,"VMBO, MBO 1",Retired,Female,East  of the country,Dutch origin,SP,SP
559729,44,Bachelor,Full-time employed,Female,West of the country,NA,VVD,VVD
559731,46,MBO 2-4,Part-time employed,Male,West of the country,Dutch origin,D66,D66
559734,85,Master,Retired,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdA,NA
559735,60,VMBO-T,Housewife/Househusband or else,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,Other,JA21
559737,63,VMBO-T,Part-time employed,Male,East  of the country,Dutch origin,GL,NA
559738,53,HAVO/VWO,Part-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,VVD,NA
559740,60,"VMBO, MBO 1",Housewife/Househusband or else,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdD,PvdD
559741,42,MBO 2-4,Part-time employed,Male,East  of the country,Dutch origin,VVD,NA
559743,60,MBO 2-4,Full-time employed,Female,South  of the country,Dutch origin,PVV,NA
559744,63,"VMBO, MBO 1",Housewife/Househusband or else,Female,East  of the country,Dutch origin,PVV,NA
559745,35,MBO 2-4,Full-time employed,Male,West of the country,Second generation non-Western immigrant,Denk,NA
559746,56,MBO 2-4,Part-time employed,Male,East  of the country,Dutch origin,ChristenUnie,NA
559747,47,Master,Full-time employed,Female,West of the country,Dutch origin,PVV,NA
559748,72,"VMBO, MBO 1",Retired,Female,North  of the country,Dutch origin,PVV,FvD
559750,55,Bachelor,Full-time employed,Female,South  of the country,Dutch origin,CDA,D66
559752,71,Bachelor,Retired,Female,South  of the country,Dutch origin,VVD,VVD
559754,37,Bachelor,Entrepreneur,Female,North  of the country,Dutch origin,GL,PvdA
559755,54,HAVO/VWO,Part-time employed,Male,West of the country,Dutch origin,50+,NA
559756,59,MBO 2-4,Unemployed and not searching for a job or incapacitated,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,SP,50+
559757,66,"VMBO, MBO 1",Retired,Female,West of the country,Dutch origin,FvD,PVV
559760,56,Master,Full-time employed,Male,West of the country,First generation Western immigrant,NA,NA
559761,33,"VMBO, MBO 1",Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,GL,SP
559762,74,MBO 2-4,Retired,Female,West of the country,Dutch origin,PVV,NA
559764,69,VMBO-T,Retired,Male,South  of the country,Dutch origin,50+,D66
559765,71,HAVO/VWO,Retired,Male,East  of the country,Second generation Western immigrant,50+,CDA
559767,71,Bachelor,Retired,Female,South  of the country,Dutch origin,PvdA,PvdA
559769,68,Bachelor,Retired,Female,South  of the country,Dutch origin,FvD,D66
559770,72,Bachelor,Retired,Female,South  of the country,Dutch origin,CDA,CDA
559773,20,MBO 2-4,Student or full-time education,Male,South  of the country,Dutch origin,Not,FvD
559774,64,"VMBO, MBO 1",Housewife/Househusband or else,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,Not,NA
559775,51,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,VVD,50+
559776,71,Bachelor,Retired,Female,West of the country,Dutch origin,ChristenUnie,NA
559777,63,HAVO/VWO,Retired,Female,West of the country,Dutch origin,VVD,VVD
559778,71,VMBO-T,Retired,Male,North  of the country,Dutch origin,PvdA,PvdA
559779,71,"VMBO, MBO 1",Housewife/Househusband or else,Male,South  of the country,Dutch origin,CDA,CDA
559781,68,VMBO-T,Retired,Female,South  of the country,Dutch origin,GL,PvdA
559784,67,VMBO-T,Retired,Male,East  of the country,Dutch origin,VVD,NA
559785,73,MBO 2-4,Retired,Female,South  of the country,Dutch origin,CDA,JA21
559786,71,Bachelor,Retired,Female,West of the country,First generation Western immigrant,PvdD,PvdD
559787,73,Bachelor,Retired,Female,East  of the country,Dutch origin,PvdA,D66
559789,69,MBO 2-4,Retired,Male,West of the country,Dutch origin,D66,D66
559790,51,"VMBO, MBO 1",Unemployed and not searching for a job or incapacitated,Male,East  of the country,Dutch origin,Not,SP
559795,72,VMBO-T,Retired,Male,West of the country,Dutch origin,FvD,PVV
559796,79,"VMBO, MBO 1",Retired,Female,South  of the country,Dutch origin,SP,SP
559797,74,VMBO-T,Retired,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,50+,PVV
559800,50,Bachelor,Unemployed and searching for a job,Female,West of the country,Dutch origin,VVD,VVD
559802,72,Elementary,Housewife/Househusband or else,Male,East  of the country,Dutch origin,PvdA,SP
559804,73,VMBO-T,Housewife/Househusband or else,Male,East  of the country,Dutch origin,ChristenUnie,SGP
559805,49,MBO 2-4,Part-time employed,Male,North  of the country,Dutch origin,ChristenUnie,ChristenUnie
559807,61,VMBO-T,Housewife/Househusband or else,Male,West of the country,Dutch origin,CDA,JA21
559809,66,VMBO-T,Housewife/Househusband or else,Male,West of the country,Dutch origin,Other,NA
559813,43,MBO 2-4,Part-time employed,Male,West of the country,Dutch origin,FvD,SP
559814,49,VMBO-T,Part-time employed,Male,West of the country,Dutch origin,Not,PVV
559817,58,VMBO-T,Housewife/Househusband or else,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,SP,PVV
559818,63,VMBO-T,Part-time employed,Male,East  of the country,Dutch origin,CDA,PVV
559820,68,Bachelor,Retired,Female,South  of the country,Dutch origin,CDA,CDA
559821,67,VMBO-T,Retired,Male,South  of the country,Dutch origin,50+,D66
559822,73,"VMBO, MBO 1",Retired,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdA,NA
559823,71,VMBO-T,Retired,Female,West of the country,Dutch origin,PVV,JA21
559825,55,"VMBO, MBO 1",Housewife/Househusband or else,Male,West of the country,Dutch origin,SP,SP
559826,73,"VMBO, MBO 1",Retired,Male,East  of the country,Dutch origin,Not,NA
559829,79,"VMBO, MBO 1",Retired,Female,South  of the country,Dutch origin,CDA,NA
559831,73,Elementary,Retired,Female,South  of the country,Dutch origin,PVV,NA
559833,73,MBO 2-4,Retired,Female,South  of the country,Dutch origin,PVV,FvD
559834,75,VMBO-T,Retired,Female,North  of the country,Dutch origin,VVD,VVD
559835,65,MBO 2-4,Part-time employed,Male,West of the country,Dutch origin,D66,NA
559836,64,MBO 2-4,Unemployed and searching for a job,Female,North  of the country,Dutch origin,PvdA,SP
559838,69,Bachelor,Retired,Female,South  of the country,Second generation Western immigrant,SP,SP
559842,65,Elementary,Retired,Male,West of the country,Dutch origin,FvD,PVV
559843,46,VMBO-T,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PVV,PVV
559844,89,VMBO-T,Retired,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,VVD,NA
559845,68,"VMBO, MBO 1",Retired,Female,South  of the country,Second generation Western immigrant,50+,50+
559846,75,MBO 2-4,Retired,Male,East  of the country,Dutch origin,CDA,CDA
559847,64,MBO 2-4,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,50+,D66
559848,48,VMBO-T,Full-time employed,Female,East  of the country,Dutch origin,SP,SP
559849,47,VMBO-T,Part-time employed,Male,West of the country,Dutch origin,SP,SP
559850,71,VMBO-T,Retired,Male,East  of the country,Dutch origin,VVD,NA
559852,60,"VMBO, MBO 1",Unemployed and not searching for a job or incapacitated,Male,South  of the country,Dutch origin,PvdA,SP
559854,60,MBO 2-4,Retired,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,50+,NA
559855,54,"VMBO, MBO 1",Unemployed and not searching for a job or incapacitated,Male,East  of the country,Dutch origin,FvD,NA
559864,58,"VMBO, MBO 1",Entrepreneur,Female,West of the country,Dutch origin,VVD,VVD
559865,30,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,NA,PVV
559868,75,MBO 2-4,Retired,Female,South  of the country,Dutch origin,GL,GL
559869,72,"VMBO, MBO 1",Retired,Female,South  of the country,Dutch origin,PVV,PVV
559870,66,MBO 2-4,Retired,Female,South  of the country,Dutch origin,CDA,NA
559871,55,Bachelor,Entrepreneur,Male,North  of the country,Dutch origin,Not,NA
559872,48,MBO 2-4,Part-time employed,Male,East  of the country,Dutch origin,PVV,PVV
559873,73,MBO 2-4,Retired,Male,South  of the country,Dutch origin,Not,VVD
559874,39,MBO 2-4,Unemployed and not searching for a job or incapacitated,Male,West of the country,Dutch origin,PVV,PVV
559876,69,MBO 2-4,Retired,Female,East  of the country,Dutch origin,SGP,SGP
559879,43,Bachelor,Part-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdD,NA
559880,74,HAVO/VWO,Retired,Male,North  of the country,Dutch origin,PVV,PVV
559883,77,VMBO-T,Retired,Male,South  of the country,Second generation Western immigrant,VVD,VVD
559885,44,Bachelor,Full-time employed,Female,West of the country,Dutch origin,D66,PvdA
559886,70,MBO 2-4,Retired,Female,North  of the country,Dutch origin,CDA,PVV
559888,73,Master,Retired,Female,East  of the country,Dutch origin,D66,NA
559890,77,Bachelor,Retired,Male,West of the country,Dutch origin,GL,GL
559891,76,MBO 2-4,Retired,Female,South  of the country,Dutch origin,SP,NA
559892,51,MBO 2-4,Full-time employed,Female,East  of the country,First generation Western immigrant,Not,NA
559893,78,Bachelor,Retired,Female,North  of the country,Dutch origin,VVD,VVD
559895,53,MBO 2-4,Part-time employed,Male,West of the country,Dutch origin,PVV,PVV
559896,70,Bachelor,Retired,Female,North  of the country,Dutch origin,GL,GL
559897,63,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,50+,SP
559898,73,Master,Retired,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Second generation Western immigrant,D66,D66
559899,77,Bachelor,Retired,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PVV,NA
559900,59,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,50+,NA
559902,46,HAVO/VWO,Part-time employed,Male,North  of the country,Dutch origin,PvdD,FvD
559904,43,Bachelor,Full-time employed,Female,South  of the country,Dutch origin,VVD,VVD
559908,64,MBO 2-4,Housewife/Househusband or else,Male,South  of the country,Dutch origin,PvdD,SP
559912,35,HAVO/VWO,Full-time employed,Female,West of the country,Dutch origin,D66,VVD
559914,65,"VMBO, MBO 1",Unemployed and not searching for a job or incapacitated,Female,North  of the country,Dutch origin,NA,SP
559915,68,"VMBO, MBO 1",Full-time employed,Female,East  of the country,Dutch origin,CDA,CDA
559917,60,Master,Housewife/Househusband or else,Male,East  of the country,Dutch origin,PvdA,PvdA
559919,80,VMBO-T,Retired,Female,West of the country,Dutch origin,SGP,NA
559921,78,Bachelor,Retired,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,50+,SP
559922,74,HAVO/VWO,Retired,Female,West of the country,Dutch origin,PvdA,D66
559924,69,"VMBO, MBO 1",Retired,Female,South  of the country,Dutch origin,NA,NA
559925,70,VMBO-T,Retired,Male,West of the country,Dutch origin,ChristenUnie,NA
559930,53,VMBO-T,Unemployed and not searching for a job or incapacitated,Female,South  of the country,Dutch origin,SP,SP
559932,61,VMBO-T,Part-time employed,Male,North  of the country,Dutch origin,FvD,NA
559934,70,MBO 2-4,Retired,Female,West of the country,Dutch origin,ChristenUnie,ChristenUnie
559937,73,MBO 2-4,Retired,Female,West of the country,Dutch origin,50+,JA21
559939,73,VMBO-T,Retired,Female,West of the country,Dutch origin,PvdA,PvdA
559941,74,VMBO-T,Retired,Female,East  of the country,Dutch origin,Not,NA
559943,71,VMBO-T,Retired,Male,South  of the country,Dutch origin,50+,NA
559944,71,MBO 2-4,Retired,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,SGP,SGP
559946,65,"VMBO, MBO 1",Housewife/Househusband or else,Male,South  of the country,Dutch origin,SP,SP
559947,72,"VMBO, MBO 1",Retired,Male,West of the country,Dutch origin,VVD,VVD
559952,63,Elementary,Unemployed and not searching for a job or incapacitated,Female,West of the country,Second generation Western immigrant,SP,SP
559953,56,VMBO-T,Unemployed and searching for a job,Male,South  of the country,Dutch origin,Not,NA
559954,62,"VMBO, MBO 1",Full-time employed,Female,South  of the country,Dutch origin,50+,NA
559955,41,Bachelor,Unemployed and not searching for a job or incapacitated,Male,West of the country,Dutch origin,PvdD,NA
559956,72,"VMBO, MBO 1",Retired,Female,South  of the country,Dutch origin,FvD,NA
559958,54,VMBO-T,Unemployed and not searching for a job or incapacitated,Male,South  of the country,Dutch origin,PVV,NA
559959,85,VMBO-T,Retired,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,CDA,CDA
559960,80,VMBO-T,Retired,Male,South  of the country,Dutch origin,CDA,CDA
559961,68,"VMBO, MBO 1",Retired,Female,East  of the country,Dutch origin,PVV,PVV
559962,55,HAVO/VWO,Housewife/Househusband or else,Male,West of the country,Second generation Western immigrant,VVD,VVD
559970,54,"VMBO, MBO 1",Full-time employed,Male,South  of the country,Dutch origin,PVV,PVV
559972,74,VMBO-T,Retired,Female,North  of the country,Dutch origin,50+,SP
112000000902,76,MBO 2-4,Retired,Female,North  of the country,Dutch origin,50+,PvdA
112000005419,52,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,PVV,PVV
112000017527,60,Bachelor,Entrepreneur,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,VVD,VVD
112000024336,46,"VMBO, MBO 1",Full-time employed,Female,South  of the country,Dutch origin,PVV,PVV
112000048291,68,MBO 2-4,Retired,Female,West of the country,Second generation Western immigrant,PVV,JA21
112000062668,51,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,VVD,VVD
112000063841,61,VMBO-T,Unemployed and not searching for a job or incapacitated,Female,East  of the country,Dutch origin,SP,VVD
112000063950,50,"VMBO, MBO 1",Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdA,NA
112000069901,74,VMBO-T,Retired,Male,West of the country,Dutch origin,50+,ChristenUnie
112000079249,72,MBO 2-4,Retired,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PVV,PVV
112000081561,68,Master,Retired,Male,South  of the country,Dutch origin,VVD,VVD
112000096495,62,MBO 2-4,Part-time employed,Male,West of the country,Dutch origin,PvdA,PvdA
112000115382,59,MBO 2-4,Full-time employed,Female,North  of the country,Dutch origin,SP,SP
112000119477,70,Bachelor,Retired,Female,East  of the country,Dutch origin,GL,PvdA
112000121771,73,HAVO/VWO,Retired,Male,South  of the country,Second generation Western immigrant,VVD,VVD
112000122045,52,MBO 2-4,Unemployed and not searching for a job or incapacitated,Male,East  of the country,Dutch origin,GL,SP
112000122927,69,VMBO-T,Retired,Male,North  of the country,Dutch origin,ChristenUnie,ChristenUnie
112000125211,45,MBO 2-4,Part-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PVV,NA
112000127359,62,VMBO-T,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PVV,PVV
112000129306,50,HAVO/VWO,Part-time employed,Male,East  of the country,Dutch origin,SP,D66
112000141866,65,VMBO-T,Part-time employed,Male,East  of the country,Dutch origin,FvD,NA
112000144105,63,MBO 2-4,Full-time employed,Male,West of the country,Dutch origin,VVD,VVD
112000146252,73,VMBO-T,Retired,Female,South  of the country,Dutch origin,GL,NA
112000163299,68,HAVO/VWO,Retired,Male,East  of the country,Dutch origin,Not,NA
112000175175,52,MBO 2-4,Full-time employed,Female,North  of the country,Dutch origin,SP,SP
112000180736,69,VMBO-T,Retired,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdD,NA
112000184494,61,"VMBO, MBO 1",Unemployed and searching for a job,Female,North  of the country,Dutch origin,SP,SP
112000191493,60,MBO 2-4,Unemployed and not searching for a job or incapacitated,Male,South  of the country,Dutch origin,SP,SP
112000197262,76,MBO 2-4,Retired,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,VVD,D66
112000202508,70,Bachelor,Retired,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,VVD,VVD
112000208531,75,HAVO/VWO,Retired,Male,East  of the country,Dutch origin,FvD,SP
112000212064,54,VMBO-T,Part-time employed,Male,West of the country,Dutch origin,CDA,CDA
112000213310,41,Bachelor,Full-time employed,Male,West of the country,Dutch origin,SP,SP
112000214884,54,Bachelor,Full-time employed,Female,West of the country,Dutch origin,VVD,NA
112000225869,63,VMBO-T,Housewife/Househusband or else,Male,North  of the country,Dutch origin,CDA,CDA
112000228026,67,MBO 2-4,Retired,Male,East  of the country,Dutch origin,SGP,SGP
112000231721,68,Bachelor,Retired,Male,East  of the country,Dutch origin,SP,Other
112000234460,52,HAVO/VWO,Full-time employed,Female,East  of the country,Dutch origin,FvD,FvD
112000242988,46,Bachelor,Part-time employed,Male,West of the country,Dutch origin,VVD,VVD
112000248448,59,VMBO-T,Housewife/Househusband or else,Female,East  of the country,Dutch origin,SP,PVV
112000251452,69,MBO 2-4,Retired,Male,East  of the country,Dutch origin,50+,NA
112000256893,46,"VMBO, MBO 1",Part-time employed,Male,East  of the country,Dutch origin,SGP,SGP
112000257694,38,MBO 2-4,Housewife/Househusband or else,Male,South  of the country,Second generation non-Western immigrant,PvdD,NA
112000258068,43,Bachelor,Full-time employed,Male,South  of the country,Dutch origin,VVD,VVD
112000266786,74,Bachelor,Retired,Female,West of the country,Dutch origin,GL,GL
112000269089,71,MBO 2-4,Retired,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,D66,NA
112000269298,60,"VMBO, MBO 1",Full-time employed,Female,North  of the country,Dutch origin,Not,SP
112000290104,42,Bachelor,Full-time employed,Female,West of the country,Dutch origin,PVV,PVV
112000291405,54,MBO 2-4,Unemployed and not searching for a job or incapacitated,Male,East  of the country,Dutch origin,NA,PVV
112000292024,55,"VMBO, MBO 1",Full-time employed,Female,East  of the country,Dutch origin,Not,50+
112000294862,52,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,PVV,FvD
112000297992,55,"VMBO, MBO 1",Unemployed and not searching for a job or incapacitated,Female,South  of the country,Dutch origin,PvdA,BBB
112000309017,63,MBO 2-4,Unemployed and not searching for a job or incapacitated,Female,North  of the country,Dutch origin,FvD,PVV
112000318390,71,Bachelor,Retired,Male,South  of the country,First generation non-Western immigrant,PvdD,NA
112000332916,68,Bachelor,Retired,Male,East  of the country,First generation Western immigrant,FvD,PVV
112000360456,74,MBO 2-4,Retired,Female,South  of the country,Second generation Western immigrant,GL,NA
112000394029,63,"VMBO, MBO 1",Full-time employed,Female,West of the country,Dutch origin,VVD,VVD
112000394347,63,HAVO/VWO,Housewife/Househusband or else,Male,East  of the country,Dutch origin,PVV,NA
112000398387,59,Master,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,FvD,SP
112000406480,45,Bachelor,Unemployed and not searching for a job or incapacitated,Male,East  of the country,Dutch origin,FvD,NA
112000406999,67,Master,Entrepreneur,Male,East  of the country,Dutch origin,GL,D66
112000407409,73,MBO 2-4,Retired,Female,West of the country,Dutch origin,VVD,NA
112000407790,53,Bachelor,Unemployed and not searching for a job or incapacitated,Female,South  of the country,Dutch origin,Not,NA
112000410731,48,VMBO-T,Full-time employed,Female,East  of the country,Dutch origin,VVD,PVV
112000436595,56,VMBO-T,Unemployed and not searching for a job or incapacitated,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,NA,GL
112000437296,32,Bachelor,Part-time employed,Male,South  of the country,Second generation Western immigrant,SP,FvD
112000444940,72,HAVO/VWO,Retired,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,CDA,PvdA
112000459265,74,MBO 2-4,Retired,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,CDA,CDA
112000465254,67,VMBO-T,Retired,Female,South  of the country,Dutch origin,CDA,CDA
112000472544,49,Master,Full-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",First generation non-Western immigrant,VVD,VVD
112000477058,58,"VMBO, MBO 1",Part-time employed,Male,West of the country,Dutch origin,NA,PVV
112000478622,62,HAVO/VWO,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdA,GL
112000478859,56,MBO 2-4,Part-time employed,Male,East  of the country,Dutch origin,VVD,VVD
112000492884,61,Bachelor,Housewife/Househusband or else,Male,North  of the country,Dutch origin,PVV,NA
112000494286,50,Elementary,Part-time employed,Female,East  of the country,Dutch origin,CDA,CDA
112000502270,32,Master,Full-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PvdD,PvdD
112000518960,45,Master,Full-time employed,Female,West of the country,Dutch origin,VVD,VVD
112000521429,70,VMBO-T,Retired,Male,West of the country,Dutch origin,PvdA,PvdA
112000527916,70,"VMBO, MBO 1",Housewife/Househusband or else,Male,South  of the country,Dutch origin,Not,VVD
112000528162,50,Bachelor,Housewife/Househusband or else,Male,West of the country,Dutch origin,VVD,VVD
112000533278,49,HAVO/VWO,Part-time employed,Male,North  of the country,Dutch origin,GL,NA
112000538573,65,VMBO-T,Unemployed and not searching for a job or incapacitated,Female,West of the country,Dutch origin,ChristenUnie,NA
112000539965,70,HAVO/VWO,Retired,Female,South  of the country,Dutch origin,50+,VVD
112000540795,47,MBO 2-4,Full-time employed,Female,West of the country,Dutch origin,D66,D66
112000544271,61,HAVO/VWO,Full-time employed,Female,South  of the country,Dutch origin,SP,SP
112000545818,69,MBO 2-4,Retired,Male,South  of the country,Dutch origin,VVD,VVD
112000551243,44,MBO 2-4,Full-time employed,Female,South  of the country,Dutch origin,VVD,VVD
112000554546,68,MBO 2-4,Housewife/Househusband or else,Male,West of the country,Dutch origin,VVD,VVD
112000571983,53,MBO 2-4,Part-time employed,Male,North  of the country,Dutch origin,NA,NA
112000587918,72,MBO 2-4,Retired,Male,South  of the country,Dutch origin,PvdA,NA
112000590595,57,Bachelor,Full-time employed,Male,West of the country,Dutch origin,VVD,VVD
112000592860,59,"VMBO, MBO 1",Unemployed and not searching for a job or incapacitated,Male,South  of the country,Dutch origin,PVV,SP
112000594217,61,VMBO-T,Unemployed and not searching for a job or incapacitated,Male,West of the country,Dutch origin,50+,50+
112000603839,59,VMBO-T,Housewife/Househusband or else,Male,West of the country,Dutch origin,PVV,PVV
112000607369,40,HAVO/VWO,Full-time employed,Female,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,SGP,SGP
112000614359,46,MBO 2-4,Part-time employed,Male,East  of the country,Dutch origin,CDA,VVD
112000625916,73,VMBO-T,Retired,Male,East  of the country,Dutch origin,PvdD,SP
112000627354,49,Master,Entrepreneur,Male,East  of the country,Dutch origin,PvdD,PvdD
112000634326,50,MBO 2-4,Housewife/Househusband or else,Male,South  of the country,Dutch origin,NA,Other
112000642262,56,"VMBO, MBO 1",Unemployed and not searching for a job or incapacitated,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,SP,PvdD
112000644937,75,VMBO-T,Retired,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,SP,SP
112000649205,75,MBO 2-4,Retired,Female,West of the country,Dutch origin,50+,PvdA
112000679192,54,MBO 2-4,NA,Female,East  of the country,Dutch origin,CDA,NA
112000688766,34,Bachelor,Full-time employed,Female,East  of the country,Dutch origin,CDA,D66
112000704823,62,MBO 2-4,Housewife/Househusband or else,Male,West of the country,Dutch origin,Not,NA
112000706025,72,VMBO-T,Retired,Male,North  of the country,Dutch origin,50+,NA
112000712769,38,Master,Full-time employed,Male,South  of the country,Dutch origin,PvdA,NA
112000732745,48,HAVO/VWO,Part-time employed,Male,West of the country,Dutch origin,FvD,VVD
112000735911,53,"VMBO, MBO 1",Full-time employed,Female,South  of the country,Second generation Western immigrant,VVD,NA
112000735993,66,HAVO/VWO,Retired,Male,West of the country,Dutch origin,50+,PVV
112000737540,49,MBO 2-4,Full-time employed,Male,East  of the country,Dutch origin,SP,Other
112000737577,32,MBO 2-4,Part-time employed,Male,"Three big cities (Amsterdam, Rotterdam, The Hague)",Dutch origin,PVV,PVV
112000738832,53,Bachelor,Part-time employed,Male,West of the country,Dutch origin,VVD,VVD
112000752530,57,MBO 2-4,Part-time employed,Male,West of the country,Dutch origin,NA,NA
